cap,ma_len,tick_confirm,tp_abs,cooldown_sec,no_entry_last_sec,entry_slope_max,haircut,trades,train_pnl,train_mdd,train_score,mar03_pnl,sim_pnl,val_pnl,total_pnl,sell_fail_rate
0.7,120,0,0.98,0,80,none,0.01,3256,-111.04049751243777,-121.84049751243776,-171.96074626865664,-10.902039800994956,-22.45000000000033,-33.352039800995286,-144.39253731343302,0.205
0.7,120,0,0.98,0,80,0,0.01,2448,-96.64034825870641,-96.64034825870641,-144.96052238805962,-19.421442786069576,-17.550000000000153,-36.97144278606973,-133.61179104477614,0.214
0.7,120,0,0.98,30,100,-0.005,0.01,418,-10.65000000000002,-18.000000000000014,-19.650000000000027,-3.9303482587064735,-5.400000000000013,-9.330348258706486,-19.980348258706506,0.24
0.7,120,0,0.98,30,100,-0.01,0.01,414,-5.790000000000011,-11.300000000000013,-11.440000000000017,-4.140298507462681,-6.100000000000012,-10.240298507462693,-16.030298507462703,0.225
0.7,120,0,0.98,0,80,-0.005,0.01,2332,-90.26029850746258,-90.26029850746256,-135.39044776119385,-15.921343283582004,-20.580000000000126,-36.50134328358213,-126.76164179104471,0.216
0.7,120,0,0.98,0,80,-0.01,0.01,2190,-83.41014925373123,-85.60014925373122,-126.21022388059684,-19.061194029850725,-19.370000000000175,-38.4311940298509,-121.84134328358215,0.215
0.7,120,0,0.98,30,80,-0.005,0.01,418,-10.65000000000002,-18.000000000000014,-19.650000000000027,-3.9303482587064735,-5.400000000000013,-9.330348258706486,-19.980348258706506,0.24
0.7,120,0,0.98,30,80,-0.01,0.01,414,-5.790000000000011,-11.300000000000013,-11.440000000000017,-4.140298507462681,-6.100000000000012,-10.240298507462693,-16.030298507462703,0.225
0.7,120,0,0.98,0,100,-0.005,0.01,2296,-98.79014925373127,-98.79014925373127,-148.1852238805969,-15.461144278606966,-24.37000000000019,-39.831144278607155,-138.62129353233843,0.216
0.7,120,0,0.98,0,100,-0.01,0.01,2150,-86.32009950248744,-88.51009950248742,-130.57514925373115,-15.271144278606926,-26.270000000000124,-41.54114427860705,-127.86124378109449,0.214
0.7,120,0,0.98,30,80,none,0.01,424,-3.78004975124378,-18.99004975124378,-13.27507462686567,2.849751243781093,-6.9,-4.050248756218908,-7.830298507462696,0.237
0.7,120,0,0.98,30,80,0,0.01,418,-8.150000000000011,-17.300000000000008,-16.800000000000015,-3.93034825870647,-5.600000000000016,-9.530348258706486,-17.6803482587065,0.24
0.7,120,0,0.98,0,100,none,0.01,3210,-125.8303482587065,-137.5303482587065,-194.59552238805975,-5.992089552238852,-20.050000000000324,-26.042089552239176,-151.87243781094568,0.204
0.7,120,0,0.98,0,100,0,0.01,2412,-98.6502985074626,-98.6502985074626,-147.9754477611939,-15.711492537313418,-24.85000000000015,-40.56149253731357,-139.21179104477616,0.215
0.7,120,0,0.98,60,none,none,0.01,424,-3.78004975124378,-18.99004975124378,-13.27507462686567,2.849751243781093,-6.9,-4.050248756218908,-7.830298507462696,0.237
0.7,120,0,0.98,60,none,0,0.01,418,-8.150000000000011,-17.300000000000008,-16.800000000000015,-3.93034825870647,-5.600000000000016,-9.530348258706486,-17.6803482587065,0.24
0.7,120,0,0.98,60,none,-0.005,0.01,418,-10.65000000000002,-18.000000000000014,-19.650000000000027,-3.9303482587064735,-5.400000000000013,-9.330348258706486,-19.980348258706506,0.24
0.7,120,0,0.98,60,none,-0.01,0.01,414,-5.790000000000011,-11.300000000000013,-11.440000000000017,-4.140298507462681,-6.100000000000012,-10.240298507462693,-16.030298507462703,0.225
0.7,120,0,0.98,60,80,none,0.01,424,-3.78004975124378,-18.99004975124378,-13.27507462686567,2.849751243781093,-6.9,-4.050248756218908,-7.830298507462696,0.237
0.7,120,0,0.98,60,80,0,0.01,418,-8.150000000000011,-17.300000000000008,-16.800000000000015,-3.93034825870647,-5.600000000000016,-9.530348258706486,-17.6803482587065,0.24
0.7,120,0,0.98,60,100,none,0.01,424,-3.78004975124378,-18.99004975124378,-13.27507462686567,2.849751243781093,-6.9,-4.050248756218908,-7.830298507462696,0.237
0.7,120,0,0.98,60,100,0,0.01,418,-8.150000000000011,-17.300000000000008,-16.800000000000015,-3.93034825870647,-5.600000000000016,-9.530348258706486,-17.6803482587065,0.24
0.7,120,0,0.98,60,80,-0.005,0.01,418,-10.65000000000002,-18.000000000000014,-19.650000000000027,-3.9303482587064735,-5.400000000000013,-9.330348258706486,-19.980348258706506,0.24
0.7,120,0,0.98,60,80,-0.01,0.01,414,-5.790000000000011,-11.300000000000013,-11.440000000000017,-4.140298507462681,-6.100000000000012,-10.240298507462693,-16.030298507462703,0.225
0.7,120,0,0.98,90,none,none,0.01,424,-3.78004975124378,-18.99004975124378,-13.27507462686567,2.849751243781093,-6.9,-4.050248756218908,-7.830298507462696,0.237
0.7,120,0,0.98,90,none,0,0.01,418,-8.150000000000011,-17.300000000000008,-16.800000000000015,-3.93034825870647,-5.600000000000016,-9.530348258706486,-17.6803482587065,0.24
0.7,120,0,0.98,60,100,-0.005,0.01,418,-10.65000000000002,-18.000000000000014,-19.650000000000027,-3.9303482587064735,-5.400000000000013,-9.330348258706486,-19.980348258706506,0.24
0.7,120,0,0.98,60,100,-0.01,0.01,414,-5.790000000000011,-11.300000000000013,-11.440000000000017,-4.140298507462681,-6.100000000000012,-10.240298507462693,-16.030298507462703,0.225
0.7,120,0,0.98,90,80,none,0.01,424,-3.78004975124378,-18.99004975124378,-13.27507462686567,2.849751243781093,-6.9,-4.050248756218908,-7.830298507462696,0.237
0.7,120,0,0.98,90,80,0,0.01,418,-8.150000000000011,-17.300000000000008,-16.800000000000015,-3.93034825870647,-5.600000000000016,-9.530348258706486,-17.6803482587065,0.24
0.7,120,0,0.98,90,80,-0.005,0.01,418,-10.65000000000002,-18.000000000000014,-19.650000000000027,-3.9303482587064735,-5.400000000000013,-9.330348258706486,-19.980348258706506,0.24
0.7,120,0,0.98,90,80,-0.01,0.01,414,-5.790000000000011,-11.300000000000013,-11.440000000000017,-4.140298507462681,-6.100000000000012,-10.240298507462693,-16.030298507462703,0.225
0.7,120,0,0.98,90,none,-0.005,0.01,418,-10.65000000000002,-18.000000000000014,-19.650000000000027,-3.9303482587064735,-5.400000000000013,-9.330348258706486,-19.980348258706506,0.24
0.7,120,0,0.98,90,none,-0.01,0.01,414,-5.790000000000011,-11.300000000000013,-11.440000000000017,-4.140298507462681,-6.100000000000012,-10.240298507462693,-16.030298507462703,0.225
