cap,ma,tick_confirm,tp_sl,cooldown_sec,ban_last_sec,haircut,trades,train_pnl,train_mdd,train_score,val_pnl
0.3,200,3,0.15/0.05,90,80,0.01,171,-26.705327313432814,-26.74652820895521,-40.07859141791042,-1.68579552238806
0.3,200,3,0.15/0.05,90,100,0.01,166,-25.302007313432817,-25.3432082089552,-37.97361141791042,-0.50139552238806
0.3,200,3,0.10/0.10,60,100,0.01,184,-21.564908208955195,-21.564908208955195,-32.3473623134328,-1.350411940298507
0.3,200,3,0.10/0.10,90,none,0.01,187,-23.726078208955197,-23.72607820895519,-35.589117313432794,-3.4427537313432834
0.3,200,3,0.10/0.10,90,80,0.01,174,-29.025448208955197,-29.025448208955197,-43.538172313432796,-3.4427537313432834
0.3,200,3,0.10/0.10,90,100,0.01,169,-29.497428208955196,-29.497428208955192,-44.24614231343279,-2.2583537313432838
0.3,200,3,0.10/0.05,0,none,0.01,398,-53.04217820895518,-53.04217820895518,-79.56326731343276,-13.645940298507462
0.3,200,3,0.10/0.05,0,80,0.01,357,-52.459098208955176,-52.459098208955176,-78.68864731343277,-10.309782089552236
0.3,200,3,0.10/0.05,0,100,0.01,344,-50.17850820895517,-50.178508208955186,-75.26776231343277,-8.543002985074626
0.3,200,3,0.10/0.05,30,none,0.01,267,-38.249488208955185,-38.24948820895519,-57.374232313432785,-6.631107462686567
0.3,200,3,0.10/0.10,0,none,0.01,378,-51.72336820895517,-54.070888208955196,-78.75881231343277,-13.655761194029848
0.3,200,3,0.10/0.10,0,80,0.01,339,-50.390168208955174,-50.488868208955175,-75.63460231343277,-10.023502985074627
0.3,200,3,0.10/0.10,0,100,0.01,327,-48.395808208955174,-48.49450820895518,-72.64306231343276,-8.256723880597013
0.3,200,3,0.10/0.10,30,none,0.01,261,-41.075688208955185,-41.78386820895519,-61.967622313432784,-8.397886567164178
0.3,200,3,0.10/0.10,30,80,0.01,238,-41.0038682089552,-41.596068208955174,-61.801902313432784,-6.9272074626865665
0.3,200,3,0.10/0.10,30,100,0.01,232,-39.85716820895519,-40.44936820895517,-60.081852313432776,-5.742807462686566
0.3,200,3,0.10/0.10,60,none,0.01,208,-17.3541982089552,-21.398208208955197,-28.0533023134328,-2.534811940298507
0.3,200,3,0.10/0.10,60,80,0.01,189,-19.436208208955197,-20.864988208955207,-29.8687023134328,-2.534811940298507
0.3,200,3,0.10/0.05,30,80,0.01,245,-40.043098208955186,-42.93686820895517,-61.51153231343277,-5.160428358208956
0.3,200,3,0.10/0.05,30,100,0.01,238,-38.314068208955185,-41.89873820895517,-59.263437313432775,-3.9760283582089553
0.3,200,3,0.10/0.05,60,none,0.01,211,-17.7476982089552,-21.993268208955193,-28.744332313432796,-2.445932835820895
0.3,200,3,0.10/0.05,60,80,0.01,192,-19.829708208955196,-25.457078208955206,-32.5582473134328,-2.445932835820895
0.3,200,3,0.10/0.05,60,100,0.01,187,-21.9584082089552,-27.585778208955208,-35.7512973134328,-1.261532835820895
0.3,200,3,0.10/0.05,90,none,0.01,187,-22.837778208955196,-26.963428208955214,-36.319492313432804,-2.465574626865673
0.3,200,3,0.10/0.05,90,80,0.01,175,-28.5306482089552,-32.48011820895521,-44.77070731343281,-2.465574626865673
0.3,200,3,0.10/0.05,90,100,0.01,170,-29.0026282089552,-32.952098208955206,-45.478677313432804,-1.2811746268656723
0.3,240,2,0.15/0.05,30,80,0.01,224,-26.195459104477585,-26.51918910447758,-39.45505365671637,-8.911028358208954
0.3,240,2,0.15/0.05,30,100,0.01,215,-22.04996910447759,-22.913179999999983,-33.50655910447758,-8.526049253731344
0.3,240,2,0.15/0.05,60,none,0.01,196,-16.618859104477593,-23.79186999999999,-28.514794104477588,-5.85797014925373
0.3,240,2,0.15/0.05,60,80,0.01,179,-17.797929104477593,-23.535419999999988,-29.565639104477587,-5.26577014925373
0.3,240,2,0.15/0.05,60,100,0.01,173,-17.759609104477594,-23.65501999999999,-29.587119104477587,-4.880791044776118
0.3,240,2,0.15/0.05,90,none,0.01,171,-22.546249104477592,-23.514449104477592,-34.30347365671639,-6.9763119402985065
0.3,240,2,0.15/0.05,90,80,0.01,156,-25.298119104477596,-25.298119104477585,-37.94717865671639,-6.3841119402985065
0.3,240,2,0.15/0.05,90,100,0.01,149,-25.0987991044776,-25.098799104477582,-37.64819865671639,-5.801732835820895
0.3,240,2,none,60,100,0.01,167,-34.087629999999976,-34.087629999999976,-51.131444999999964,-10.39817014925373
0.3,240,2,none,90,none,0.01,165,-39.45943999999997,-39.45943999999998,-59.18915999999996,-9.730091044776119
0.3,240,2,none,90,80,0.01,152,-39.38650999999998,-39.38650999999998,-59.079764999999966,-8.940491044776117
0.3,240,2,none,90,100,0.01,145,-44.400089999999985,-44.40008999999999,-66.60013499999998,-8.358111940298505
0.3,240,2,0.15/0.05,0,none,0.01,371,-39.59111910447757,-39.59111910447758,-59.386678656716356,-12.211365671641788
0.3,240,2,0.15/0.05,0,80,0.01,335,-43.15539910447757,-43.155399104477574,-64.73309865671635,-9.358886567164179
0.3,240,2,0.15/0.05,0,100,0.01,320,-39.03380910447757,-39.03380910447757,-58.550713656716354,-8.391528358208955
0.3,240,2,0.15/0.05,30,none,0.01,246,-23.096449104477585,-23.096449104477582,-34.64467365671638,-9.503228358208952
0.3,240,2,none,0,none,0.01,355,-50.88511999999996,-63.38151999999996,-82.57587999999994,-20.69956567164179
0.3,240,2,none,0,80,0.01,321,-45.04169999999996,-57.63229999999997,-73.85784999999996,-17.649686567164178
0.3,240,2,none,0,100,0.01,308,-49.857129999999955,-63.23732999999998,-81.47579499999995,-16.682328358208952
0.3,240,2,none,30,none,0.01,234,-27.15254999999997,-41.05451999999999,-47.67980999999996,-11.388349253731342
0.3,240,2,none,30,80,0.01,213,-33.38212999999997,-48.45473000000002,-57.60949499999998,-10.598749253731341
0.3,240,2,none,30,100,0.01,205,-29.28598999999997,-44.358590000000014,-51.46528499999998,-10.21377014925373
0.3,240,2,none,60,none,0.01,190,-30.861899999999974,-36.64206999999998,-49.182934999999965,-11.572749253731342
0.3,240,2,none,60,80,0.01,173,-28.920849999999973,-35.871649999999995,-46.85667499999997,-10.783149253731342
0.3,240,0,none,0,none,0.01,406,-49.36315910447756,-58.95625910447757,-78.84128865671634,-23.82772835820895
0.3,240,0,none,0,80,0.01,360,-46.87940910447756,-56.47250910447758,-75.11566365671635,-18.18247014925373
0.3,240,0,none,0,100,0.01,349,-43.417159104477555,-53.01025910447758,-69.92228865671635,-15.714970149253729
0.3,240,0,none,30,none,0.01,233,-23.909719999999965,-36.87206999999997,-42.345754999999954,-13.539332835820895
0.3,240,0,none,30,80,0.01,209,-15.112049999999972,-32.16563999999998,-31.194869999999963,-10.144532835820895
0.3,240,0,none,30,100,0.01,204,-13.373149999999974,-30.426739999999977,-28.586519999999965,-8.664032835820894
0.3,240,0,none,60,none,0.01,189,-31.873109999999972,-47.400769999999966,-55.57349499999995,-8.960132835820895
0.3,240,0,none,60,80,0.01,173,-26.149979999999974,-41.677639999999975,-46.98879999999996,-8.960132835820895
0.3,240,2,0.10/0.10,0,none,0.01,384,-44.72055999999995,-48.04782999999994,-68.74447499999992,-12.563702985074626
0.3,240,2,0.10/0.10,0,80,0.01,346,-46.44749999999995,-49.29386999999995,-71.09443499999992,-9.513823880597014
0.3,240,2,0.10/0.10,0,100,0.01,330,-45.00910999999996,-47.85547999999996,-68.93684999999994,-8.54646567164179
0.3,240,2,0.10/0.10,30,none,0.01,254,-39.178329999999974,-41.41989999999998,-59.888279999999966,-5.466349253731342
0.3,240,2,0.10/0.10,30,80,0.01,231,-43.004639999999974,-46.58060999999998,-66.29494499999996,-4.676749253731342
0.3,240,2,0.10/0.10,30,100,0.01,222,-39.964589999999966,-43.54055999999997,-61.73486999999995,-4.291770149253729
0.3,240,2,0.10/0.10,60,none,0.01,201,-24.846149999999977,-29.151719999999965,-39.42200999999996,-5.06837014925373
0.3,240,2,0.10/0.10,60,80,0.01,183,-26.015349999999977,-30.41961999999997,-41.22515999999996,-4.278770149253729
0.3,240,0,none,60,100,0.01,168,-32.757779999999975,-32.757779999999975,-49.13666999999997,-7.084832835820894
0.3,240,0,none,90,none,0.01,167,-40.08975999999998,-40.08975999999996,-60.13463999999996,-8.871253731343282
0.3,240,0,none,90,80,0.01,156,-36.301629999999975,-36.30162999999996,-54.452444999999955,-8.871253731343282
0.3,240,0,none,90,100,0.01,148,-34.217279999999974,-34.21727999999996,-51.325919999999954,-6.699853731343282
0.3,240,0,0.15/0.05,0,none,0.01,410,-37.39892820895516,-40.942428208955164,-57.870142313432744,-9.872028358208956
0.3,240,0,0.15/0.05,0,80,0.01,363,-36.38898820895517,-36.39478820895517,-54.58638231343275,-8.213770149253731
0.3,240,0,0.15/0.05,0,100,0.01,352,-32.92673820895517,-32.93253820895516,-49.39300731343275,-5.746270149253732
0.3,240,0,0.15/0.05,30,none,0.01,242,-13.66078910447758,-23.217079104477598,-25.26932865671638,-9.947132835820893
0.3,240,0,0.15/0.05,30,80,0.01,216,-16.751229104477584,-23.005239999999993,-28.25384910447758,-8.762732835820895
0.3,240,0,0.15/0.05,30,100,0.01,210,-15.012329104477582,-21.266339999999992,-25.64549910447758,-6.887432835820896
0.3,240,0,0.15/0.05,60,none,0.01,198,-12.031319104477591,-21.917499999999983,-22.990069104477584,-5.9004328358208955
0.3,240,0,0.15/0.05,60,80,0.01,178,-13.158359104477588,-20.328599999999984,-23.32265910447758,-5.110832835820895
0.3,240,0,0.15/0.05,60,100,0.01,174,-14.670159104477587,-19.83639999999998,-24.588359104477576,-3.630332835820895
0.3,240,0,0.15/0.05,90,none,0.01,173,-14.78186910447759,-18.310989999999986,-23.93736410447758,-7.193353731343284
0.3,240,0,0.15/0.05,90,80,0.01,159,-17.63793910447759,-19.677039104477593,-27.476458656716385,-7.193353731343284
0.3,240,0,0.15/0.05,90,100,0.01,151,-15.553589104477592,-17.59268910447759,-24.349933656716388,-5.021953731343284
0.3,240,0,0.10/0.10,0,none,0.01,408,-39.01991820895516,-39.24731820895516,-58.64357731343274,-12.448049253731343
0.3,240,0,0.10/0.10,0,80,0.01,362,-37.388168208955165,-37.61556820895515,-56.19595231343274,-9.80279104477612
0.3,240,0,0.10/0.10,0,100,0.01,351,-35.80121820895516,-36.71951820895516,-54.16097731343274,-7.3352910447761195
0.3,240,0,0.10/0.10,30,none,0.01,245,-13.159969104477579,-14.672169999999978,-20.49605410447757,-11.230232835820894
0.3,240,0,0.10/0.10,30,80,0.01,218,-18.458209104477582,-18.458209104477575,-27.68731365671637,-9.552332835820893
0.3,240,0,0.10/0.10,30,100,0.01,212,-18.594609104477577,-18.920709104477577,-28.054963656716367,-7.677032835820894
0.3,240,0,0.10/0.10,60,none,0.01,202,-13.203919104477587,-15.592419999999981,-21.000129104477576,-5.604332835820895
0.3,240,0,0.10/0.10,60,80,0.01,180,-16.684259104477587,-17.602559104477585,-25.48553865671638,-6.690032835820894
0.3,240,0,0.10/0.05,30,80,0.01,219,-18.20620910447758,-18.80650910447758,-27.609463656716372,-9.552332835820895
0.3,240,0,0.10/0.05,30,100,0.01,213,-18.342609104477578,-18.942909104477575,-27.814063656716364,-7.677032835820894
0.3,240,0,0.10/0.05,60,none,0.01,202,-12.513019104477586,-16.725419104477588,-20.87572865671638,-5.604332835820895
0.3,240,0,0.10/0.05,60,80,0.01,180,-15.993359104477587,-16.09745910447758,-24.042088656716377,-6.690032835820895
0.3,240,0,0.10/0.05,60,100,0.01,176,-14.810259104477584,-14.914359104477585,-22.267438656716376,-5.209532835820894
0.3,240,0,0.10/0.05,90,none,0.01,177,-12.556249104477587,-14.43694910447759,-19.774723656716382,-7.982953731343282
0.3,240,0,0.10/0.05,90,80,0.01,163,-14.918819104477588,-16.306019104477585,-23.07182865671638,-7.982953731343282
0.3,240,0,0.10/0.05,90,100,0.01,155,-14.70976910447759,-16.09696910447758,-22.75825365671638,-5.811553731343282
0.3,240,0,0.10/0.10,60,100,0.01,176,-15.501159104477582,-25.772689999999983,-28.38750410447757,-5.2095328358208945
0.3,240,0,0.10/0.10,90,none,0.01,177,-13.247149104477593,-21.764679999999984,-24.129489104477585,-7.982953731343282
0.3,240,0,0.10/0.10,90,80,0.01,163,-15.60971910447759,-23.156349999999975,-27.18789410447758,-7.982953731343282
0.3,240,0,0.10/0.10,90,100,0.01,155,-15.400669104477588,-22.760359999999974,-26.780849104477575,-5.811553731343283
0.3,240,0,0.10/0.05,0,none,0.01,411,-40.86560820895516,-48.42580820895516,-65.07851231343274,-11.954549253731344
0.3,240,0,0.10/0.05,0,80,0.01,364,-39.36216820895516,-46.53135910447757,-62.62784776119395,-9.802791044776118
0.3,240,0,0.10/0.05,0,100,0.01,353,-37.77521820895517,-45.93010910447758,-60.74027276119396,-7.3352910447761195
0.3,240,0,0.10/0.05,30,none,0.01,246,-12.907969104477578,-25.25759999999998,-25.536769104477568,-10.736732835820895
0.3,240,2,0.10/0.05,30,80,0.01,235,-40.062079999999966,-40.06207999999997,-60.093119999999956,-4.676749253731342
0.3,240,2,0.10/0.05,30,100,0.01,225,-36.903589999999966,-36.903589999999966,-55.35538499999995,-4.29177014925373
0.3,240,2,0.10/0.05,60,none,0.01,201,-22.32929999999998,-22.32929999999998,-33.49394999999997,-4.9893119402985056
0.3,240,2,0.10/0.05,60,80,0.01,183,-23.547849999999976,-23.547849999999972,-35.32177499999996,-4.3971119402985055
0.3,240,2,0.10/0.05,60,100,0.01,177,-23.509529999999977,-23.509529999999973,-35.26429499999996,-4.0121328358208945
0.3,240,2,0.10/0.05,90,none,0.01,175,-23.139019999999977,-23.139019999999974,-34.70852999999997,-6.670391044776119
0.3,240,2,0.10/0.05,90,80,0.01,161,-23.71948999999998,-23.719489999999972,-35.57923499999997,-6.078191044776119
0.3,240,2,0.10/0.05,90,100,0.01,154,-24.211069999999978,-24.211069999999978,-36.31660499999997,-5.495811940298507
0.3,240,2,0.10/0.10,60,100,0.01,177,-25.977029999999978,-26.75792999999997,-39.355994999999965,-3.893791044776118
0.3,240,2,0.10/0.10,90,none,0.01,175,-24.027319999999975,-25.489019999999968,-36.77182999999996,-7.252770149253731
0.3,240,2,0.10/0.10,90,80,0.01,161,-24.60778999999998,-25.78348999999997,-37.499534999999966,-6.46317014925373
0.3,240,2,0.10/0.10,90,100,0.01,154,-25.09936999999998,-26.275069999999964,-38.236904999999965,-5.880791044776118
0.3,240,2,0.10/0.05,0,none,0.01,399,-50.35216999999995,-50.35216999999996,-75.52825499999993,-12.84016119402985
0.3,240,2,0.10/0.05,0,80,0.01,359,-48.60486999999996,-48.604869999999956,-72.90730499999994,-9.987682089552237
0.3,240,2,0.10/0.05,0,100,0.01,342,-46.46570999999996,-46.46570999999995,-69.69856499999993,-9.020323880597015
0.3,240,2,0.10/0.05,30,none,0.01,257,-35.84096999999997,-36.13706999999996,-53.90950499999995,-5.268949253731342
0.3,240,3,none,0,none,0.01,303,-43.08444820895519,-55.31554820895518,-70.74222231343278,-17.530091044776118
0.3,240,3,none,0,80,0.01,275,-38.18542820895519,-52.50122820895521,-64.4360423134328,-14.470391044776118
0.3,240,3,none,0,100,0.01,265,-43.068258208955186,-58.17365820895519,-72.15508731343277,-13.888011940298508
0.3,240,3,none,30,none,0.01,214,-25.202578208955188,-39.67324820895518,-45.03920231343278,-10.479153731343285
0.3,240,3,none,30,80,0.01,197,-32.27058820895519,-48.0105882089552,-56.27588231343279,-9.788253731343282
0.3,240,3,none,30,100,0.01,190,-28.341848208955188,-44.08184820895519,-50.38277231343278,-9.205874626865672
0.3,240,3,none,60,none,0.01,176,-29.36445820895519,-35.3355282089552,-47.0322223134328,-9.11699552238806
0.3,240,3,none,60,80,0.01,162,-28.73750820895519,-35.977908208955206,-46.72646231343279,-8.42609552238806
0.3,240,3,0.15/0.05,30,80,0.01,210,-27.788877313432806,-36.54864820895519,-46.063201417910406,-7.6168537313432845
0.3,240,3,0.15/0.05,30,100,0.01,202,-23.435727313432803,-32.1954982089552,-39.53347641791041,-7.034474626865673
0.3,240,3,0.15/0.05,60,none,0.01,184,-14.135187313432812,-22.751738208955203,-25.511056417910414,-6.649495522388059
0.3,240,3,0.15/0.05,60,80,0.01,170,-16.915887313432812,-26.368788208955202,-30.100281417910413,-5.95859552238806
0.3,240,3,0.15/0.05,60,100,0.01,163,-15.532167313432812,-24.985068208955205,-28.024701417910414,-5.376216417910448
0.3,240,3,0.15/0.05,90,none,0.01,157,-16.46571641791043,-24.399317313432817,-28.665375074626837,-7.735195522388059
0.3,240,3,0.15/0.05,90,80,0.01,145,-19.877186417910426,-27.11988731343282,-33.437130074626836,-7.044295522388059
0.3,240,3,0.15/0.05,90,100,0.01,138,-20.183066417910428,-27.425767313432818,-33.89595007462684,-6.461916417910447
0.3,240,3,none,60,100,0.01,155,-32.3575882089552,-42.9137882089552,-53.8144823134328,-7.843716417910447
0.3,240,3,none,90,none,0.01,151,-46.2242582089552,-49.08045820895518,-70.7644873134328,-8.81107462686567
0.3,240,3,none,90,80,0.01,140,-46.2187282089552,-49.074928208955185,-70.75619231343279,-8.120174626865671
0.3,240,3,none,90,100,0.01,134,-43.1388082089552,-45.995008208955184,-66.1363123134328,-7.537795522388059
0.3,240,3,0.15/0.05,0,none,0.01,322,-33.808117313432795,-38.49050910447757,-53.05337186567158,-13.47357014925373
0.3,240,3,0.15/0.05,0,80,0.01,292,-40.572697313432805,-43.68863731343279,-62.4170159701492,-10.41387014925373
0.3,240,3,0.15/0.05,0,100,0.01,280,-36.8047373134328,-40.07859731343279,-56.84403597014919,-9.831491044776119
0.3,240,3,0.15/0.05,30,none,0.01,228,-24.235067313432808,-27.516067313432814,-37.993100970149214,-8.307753731343283
0.3,240,3,0.10/0.10,0,none,0.01,322,-38.77005820895518,-44.454958208955176,-60.997537313432765,-11.58527014925373
0.3,240,3,0.10/0.10,0,80,0.01,291,-45.53311820895519,-45.53311820895518,-68.29967731343278,-8.525570149253731
0.3,240,3,0.10/0.10,0,100,0.01,277,-43.30343820895518,-43.30343820895518,-64.95515731343276,-7.943191044776119
0.3,240,3,0.10/0.10,30,none,0.01,229,-36.117098208955184,-38.46169820895519,-55.34794731343278,-5.534332835820895
0.3,240,3,0.10/0.10,30,80,0.01,210,-40.53638820895519,-40.536388208955195,-60.80458231343279,-4.843432835820895
0.3,240,3,0.10/0.10,30,100,0.01,202,-37.495948208955184,-37.49594820895519,-56.243922313432776,-4.261053731343283
0.3,240,3,0.10/0.10,60,none,0.01,185,-23.12800820895519,-27.0518082089552,-36.65391231343279,-5.277516417910447
0.3,240,3,0.10/0.10,60,80,0.01,170,-26.402208208955194,-27.18310820895519,-39.99376231343279,-4.586616417910447
0.3,240,3,0.10/0.10,60,100,0.01,163,-26.6963882089552,-26.696388208955195,-40.0445823134328,-4.004237313432835
0.3,240,3,0.10/0.10,90,none,0.01,160,-28.0727382089552,-28.07273820895519,-42.109107313432794,-6.748195522388059
0.3,240,3,0.10/0.10,90,80,0.01,148,-29.7089082089552,-29.708908208955194,-44.5633623134328,-6.057295522388059
0.3,240,3,0.10/0.10,90,100,0.01,142,-28.504288208955202,-28.504288208955195,-42.756432313432796,-5.474916417910447
0.3,240,3,0.10/0.05,0,none,0.01,341,-42.377798208955184,-44.8597982089552,-64.80769731343278,-10.479928358208953
0.3,240,3,0.10/0.05,0,80,0.01,308,-48.7559282089552,-49.41322820895518,-73.46254231343279,-7.420228358208956
0.3,240,3,0.10/0.05,0,100,0.01,293,-46.10183820895519,-47.06505910447756,-69.63436776119397,-6.837849253731342
0.3,240,3,0.10/0.05,30,none,0.01,233,-30.63808820895519,-31.072588208955192,-46.17438231343279,-5.534332835820895
0.3,240,3,0.10/0.05,30,80,0.01,215,-36.0048982089552,-36.232298208955186,-54.12104731343279,-4.843432835820894
0.3,240,3,0.10/0.05,30,100,0.01,206,-32.63874820895519,-33.853148208955176,-49.56532231343278,-4.261053731343282
0.3,240,3,0.10/0.05,60,none,0.01,187,-19.326758208955198,-20.541158208955206,-29.597337313432803,-5.080116417910448
0.3,240,3,0.10/0.05,60,80,0.01,172,-22.650308208955195,-23.864708208955204,-34.5826623134328,-4.389216417910447
0.3,240,3,0.10/0.05,60,100,0.01,165,-23.141888208955198,-24.3562882089552,-35.3200323134328,-3.8068373134328355
0.3,240,3,0.10/0.05,90,none,0.01,161,-20.738938208955197,-21.1337382089552,-31.305807313432798,-5.85989552238806
0.3,240,3,0.10/0.05,90,80,0.01,150,-22.7686082089552,-23.163408208955204,-34.3503123134328,-5.16899552238806
0.3,240,3,0.10/0.05,90,100,0.01,143,-22.9757882089552,-23.370588208955198,-34.6610823134328,-4.586616417910448
0.3,300,2,none,0,none,0.01,228,-22.860638208955194,-40.02409999999998,-42.87268820895518,-14.019353731343283
0.3,300,2,none,0,80,0.01,202,-22.003168208955195,-35.01952999999999,-39.51293320895519,-12.045353731343283
0.3,300,2,none,0,100,0.01,197,-19.5428482089552,-33.47672999999999,-36.281213208955194,-12.045353731343283
0.3,300,2,none,30,none,0.01,162,-19.2990482089552,-29.651838208955205,-34.124967313432805,-10.57467462686567
0.3,300,2,none,30,80,0.01,145,-13.6000582089552,-23.952848208955203,-25.576482313432802,-8.60067462686567
0.3,300,2,none,30,100,0.01,140,-10.587018208955204,-22.89202999999999,-22.0330332089552,-8.60067462686567
0.3,300,2,none,60,none,0.01,136,-11.111018208955201,-22.663589999999992,-22.442813208955197,-8.521616417910447
0.3,300,2,none,60,80,0.01,120,-6.833308208955203,-20.059729999999988,-16.863173208955196,-6.547616417910448
0.3,300,2,none,60,100,0.01,115,-12.162588208955208,-24.987528208955215,-24.656352313432816,-6.547616417910448
0.3,300,2,none,90,none,0.01,120,-19.106218208955205,-30.21553820895521,-34.21398731343281,-7.261337313432836
0.3,300,2,none,90,80,0.01,107,-17.32392820895521,-24.72934820895521,-29.688602313432813,-5.287337313432836
0.3,300,2,none,90,100,0.01,102,-22.853208208955206,-23.058628208955206,-34.38252231343281,-5.287337313432836
0.3,300,2,0.15/0.05,0,none,0.01,242,-12.381089104477581,-20.910199104477602,-22.83618865671638,-6.893311940298509
0.3,300,2,0.15/0.05,0,80,0.01,214,-15.274079104477583,-16.682279104477594,-23.61521865671638,-4.919311940298509
0.3,300,2,0.15/0.05,0,100,0.01,206,-11.274039104477584,-14.221959104477596,-18.385018656716383,-4.919311940298509
0.3,300,2,0.15/0.05,30,none,0.01,180,-2.7192991044775914,-14.452009104477604,-9.945303656716394,-4.168995522388061
0.3,300,2,0.15/0.05,30,80,0.01,161,-1.6945991044775912,-16.8490491044776,-10.119123656716392,-2.1949955223880604
0.3,300,2,0.15/0.05,30,100,0.01,155,1.367790895522404,-14.546259104477599,-5.9053386567163955,-2.1949955223880604
0.3,300,2,0.15/0.05,60,none,0.01,143,-2.9387891044775953,-13.979859104477608,-9.928718656716399,-6.843716417910448
0.3,300,2,0.15/0.05,60,80,0.01,126,-2.2097991044775958,-11.736519104477608,-8.0780586567164,-4.869716417910448
0.3,300,2,0.15/0.05,60,100,0.01,121,-2.3339791044775957,-12.351759104477598,-8.509858656716395,-4.869716417910448
0.3,300,2,0.15/0.05,90,none,0.01,126,-7.288109104477597,-16.682089104477605,-15.6291536567164,-6.758016417910448
0.3,300,2,0.15/0.05,90,80,0.01,110,-9.056619104477598,-14.611599104477598,-16.362418656716397,-4.784016417910449
0.3,300,2,0.15/0.05,90,100,0.01,105,-10.475599104477599,-15.447079104477602,-18.1991386567164,-4.784016417910449
0.3,300,0,none,60,100,0.01,123,-12.042728208955204,-27.637379999999986,-25.861418208955197,-7.3470373134328355
0.3,300,0,none,90,none,0.01,129,-23.489738208955202,-35.6243782089552,-41.3019273134328,-7.754837313432837
0.3,300,0,none,90,80,0.01,115,-19.233978208955204,-27.825748208955204,-33.1468523134328,-5.889358208955224
0.3,300,0,none,90,100,0.01,112,-17.987278208955203,-27.269948208955203,-31.622252313432803,-5.297158208955224
0.3,300,0,0.15/0.05,0,none,0.01,269,-9.014538208955187,-28.17758820895519,-23.10333231343278,-6.024653731343284
0.3,300,0,0.15/0.05,0,80,0.01,235,-7.529408208955188,-26.63592999999998,-20.84737320895518,-4.455274626865672
0.3,300,0,0.15/0.05,0,100,0.01,230,-6.02647820895519,-25.892599999999984,-18.972778208955184,-3.8630746268656724
0.3,300,0,0.15/0.05,30,none,0.01,185,-2.9572682089552,-14.948559999999992,-10.431548208955196,-7.406453731343284
0.3,300,0,none,0,none,0.01,263,-15.055478208955183,-25.1327382089552,-27.62184731343278,-19.684253731343283
0.3,300,0,none,0,80,0.01,229,-12.242178208955192,-21.74146820895521,-23.112912313432798,-13.535674626865672
0.3,300,0,none,0,100,0.01,225,-10.926778208955195,-20.42606820895521,-21.1398123134328,-12.943474626865672
0.3,300,0,none,30,none,0.01,170,-8.883438208955198,-26.998508208955208,-22.382692313432802,-14.364274626865672
0.3,300,0,none,30,80,0.01,150,-1.1458782089552004,-18.60297820895521,-10.447367313432807,-9.498795522388061
0.3,300,0,none,30,100,0.01,149,-1.0771782089552007,-18.534278208955214,-10.344317313432807,-9.498795522388061
0.3,300,0,none,60,none,0.01,142,-19.260688208955198,-29.69265820895521,-34.107017313432806,-9.804716417910448
0.3,300,0,none,60,80,0.01,124,-12.042728208955204,-23.294528208955203,-23.689992313432803,-7.9392373134328365
0.3,300,2,0.10/0.10,0,none,0.01,245,-23.85584910447758,-24.280649104477583,-35.99617365671637,-6.9129537313432845
0.3,300,2,0.10/0.10,0,80,0.01,216,-23.005029104477583,-24.504819104477587,-35.257438656716374,-4.938953731343284
0.3,300,2,0.10/0.10,0,100,0.01,208,-22.764019104477583,-23.97841910447758,-34.753228656716374,-4.938953731343284
0.3,300,2,0.10/0.10,30,none,0.01,176,-17.9377382089552,-18.293838208955204,-27.0846573134328,-6.133174626865672
0.3,300,2,0.10/0.10,30,80,0.01,156,-18.5286382089552,-19.77130820895521,-28.414292313432806,-4.159174626865672
0.3,300,2,0.10/0.10,30,100,0.01,150,-16.5716882089552,-18.110458208955208,-25.626917313432806,-4.159174626865672
0.3,300,2,0.10/0.10,60,none,0.01,144,-10.306039104477591,-12.7161091044776,-16.66409365671639,-6.843716417910449
0.3,300,2,0.10/0.10,60,80,0.01,127,-10.218599104477592,-14.996169104477598,-17.71668365671639,-4.869716417910448
0.3,300,0,0.15/0.05,30,80,0.01,162,-0.42067820895520036,-4.918799999999996,-2.880078208955198,-4.7513746268656725
0.3,300,0,0.15/0.05,30,100,0.01,160,0.2702217910447988,-4.918799999999996,-2.189178208955199,-4.159174626865672
0.3,300,0,0.15/0.05,60,none,0.01,151,3.943981791044794,-5.173199999999995,1.3573817910447965,-2.7970164179104486
0.3,300,0,0.15/0.05,60,80,0.01,130,1.971671791044793,-5.074499999999995,-0.5655782089552046,-0.1419373134328371
0.3,300,0,0.15/0.05,60,100,0.01,129,2.0403717910447927,-5.074499999999995,-0.49687820895520485,-0.1419373134328371
0.3,300,0,0.15/0.05,90,none,0.01,134,-9.207738208955202,-12.208199999999987,-15.311838208955196,-5.682137313432838
0.3,300,0,0.15/0.05,90,80,0.01,118,-7.284478208955205,-8.07656999999999,-11.3227632089552,-3.8166582089552255
0.3,300,0,0.15/0.05,90,100,0.01,115,-6.037778208955205,-6.902669999999988,-9.4891132089552,-3.2244582089552254
0.3,300,0,0.10/0.10,0,none,0.01,266,-11.882039104477574,-19.69128910447759,-21.72768365671637,-8.393453731343284
0.3,300,0,0.10/0.10,0,80,0.01,232,-12.667009104477577,-19.593199104477595,-22.463608656716374,-5.837074626865673
0.3,300,0,0.10/0.10,0,100,0.01,227,-14.322479104477578,-20.653349104477588,-24.649153656716372,-5.2448746268656725
